,0
487726.txt,"['doc 14079.txt is 98.28972455357084 similar', 'doc 486363.txt is 99.85425275901062 similar', 'doc 488205.txt is 99.7906331304752 similar', 'doc 14052.txt is 99.43233665270678 similar', 'doc 486412.txt is 99.8936939114964 similar', 'doc 15013.txt is 99.86874223267623 similar', 'doc 490339.txt is 99.69237393364959 similar', 'doc 486359.txt is 99.67655954304728 similar', 'doc 486371.txt is 99.71121076997603 similar', 'doc 14863.txt is 98.59993050052418 similar', 'doc 13881.txt is 90.52877059876924 similar', 'doc 488229.txt is 99.89655690603234 similar', 'doc 486616.txt is 99.62827616685456 similar', 'doc 486415.txt is 99.91144751364169 similar', 'doc 486672.txt is 98.77102980766675 similar', 'doc 486878.txt is 99.89355223959433 similar', 'doc 370.txt is 99.71688713943023 similar', 'doc 488287.txt is 99.91229303214584 similar', 'doc 486294.txt is 97.76334868979592 similar', 'doc 15040.txt is 99.7692122298949 similar', 'doc 488031.txt is 90.15629887362032 similar', 'doc 14138.txt is 99.7972993602731 similar', 'doc 486380.txt is 99.81710242241061 similar', 'doc 487129.txt is 99.7120586589015 similar', 'doc 488153.txt is 97.16671471118494 similar', 'doc 679.txt is 99.7462500837741 similar', 'doc 645.txt is 99.49104767301756 similar', 'doc 488209.txt is 99.94372806775631 similar', 'doc 641.txt is 92.364614133173 similar', 'doc 14077.txt is 97.07573757437238 similar', 'doc 490335.txt is 98.59778933102515 similar', 'doc 486391.txt is 99.69588882977615 similar']"
303.txt,"['doc 487121.txt is 100.00000000000003 similar', 'doc 14079.txt is 92.19299319879 similar', 'doc 486363.txt is 90.1897858019969 similar', 'doc 486148.txt is 100.00000000000003 similar', 'doc 14052.txt is 90.74602375068197 similar', 'doc 14668.txt is 100.00000000000003 similar', 'doc 300.txt is 93.71944258789522 similar', 'doc 490339.txt is 90.521730171179 similar', 'doc 487127.txt is 100.00000000000003 similar', 'doc 486359.txt is 90.27307419683603 similar', 'doc 486371.txt is 90.53883421783706 similar', 'doc 15001.txt is 100.00000000000003 similar', 'doc 487247.txt is 100.00000000000003 similar', 'doc 14179.txt is 100.00000000000003 similar', 'doc 486672.txt is 91.36501412291962 similar', 'doc 14802.txt is 100.00000000000003 similar', 'doc 370.txt is 90.211852834664 similar', 'doc 490147.txt is 100.00000000000003 similar', 'doc 487200.txt is 100.00000000000003 similar', 'doc 490146.txt is 100.00000000000003 similar', 'doc 14616.txt is 100.00000000000003 similar', 'doc 15051.txt is 100.00000000000003 similar', 'doc 135.txt is 100.00000000000003 similar', 'doc 490291.txt is 100.00000000000003 similar', 'doc 487129.txt is 90.77269726898939 similar', 'doc 486962.txt is 100.00000000000003 similar', 'doc 13708.txt is 100.00000000000003 similar', 'doc 490292.txt is 100.00000000000003 similar', 'doc 452.txt is 100.00000000000003 similar', 'doc 645.txt is 90.4421512047494 similar', 'doc 324.txt is 100.00000000000003 similar', 'doc 14129.txt is 92.68830759857262 similar', 'doc 486391.txt is 90.52492173404578 similar', 'doc 487925.txt is 100.00000000000003 similar']"
486148.txt,"['doc 487121.txt is 100.00000000000003 similar', 'doc 14079.txt is 92.19299319879 similar', 'doc 486363.txt is 90.1897858019969 similar', 'doc 303.txt is 100.00000000000003 similar', 'doc 14052.txt is 90.74602375068197 similar', 'doc 14668.txt is 100.00000000000003 similar', 'doc 300.txt is 93.71944258789522 similar', 'doc 490339.txt is 90.521730171179 similar', 'doc 487127.txt is 100.00000000000003 similar', 'doc 486359.txt is 90.27307419683603 similar', 'doc 486371.txt is 90.53883421783706 similar', 'doc 15001.txt is 100.00000000000003 similar', 'doc 487247.txt is 100.00000000000003 similar', 'doc 14179.txt is 100.00000000000003 similar', 'doc 486672.txt is 91.36501412291962 similar', 'doc 14802.txt is 100.00000000000003 similar', 'doc 370.txt is 90.211852834664 similar', 'doc 490147.txt is 100.00000000000003 similar', 'doc 487200.txt is 100.00000000000003 similar', 'doc 490146.txt is 100.00000000000003 similar', 'doc 14616.txt is 100.00000000000003 similar', 'doc 15051.txt is 100.00000000000003 similar', 'doc 135.txt is 100.00000000000003 similar', 'doc 490291.txt is 100.00000000000003 similar', 'doc 487129.txt is 90.77269726898939 similar', 'doc 486962.txt is 100.00000000000003 similar', 'doc 13708.txt is 100.00000000000003 similar', 'doc 490292.txt is 100.00000000000003 similar', 'doc 452.txt is 100.00000000000003 similar', 'doc 645.txt is 90.4421512047494 similar', 'doc 324.txt is 100.00000000000003 similar', 'doc 14129.txt is 92.68830759857262 similar', 'doc 486391.txt is 90.52492173404578 similar', 'doc 487925.txt is 100.00000000000003 similar']"
489290.txt,"['doc 484428.txt is 90.21100707756683 similar', 'doc 490111.txt is 100.0 similar', 'doc 488763.txt is 100.0 similar', 'doc 488993.txt is 91.82810146439347 similar', 'doc 485245.txt is 93.2206283644227 similar', 'doc 484577.txt is 100.0 similar', 'doc 489330.txt is 100.0 similar', 'doc 485734.txt is 100.0 similar', 'doc 485052.txt is 100.0 similar', 'doc 488576.txt is 90.25501962719179 similar', 'doc 485708.txt is 100.0 similar', 'doc 489718.txt is 100.0 similar', 'doc 489731.txt is 100.0 similar', 'doc 484405.txt is 100.0 similar', 'doc 489914.txt is 100.0 similar', 'doc 485478.txt is 90.09830467144482 similar', 'doc 484835.txt is 92.36602178563024 similar', 'doc 485999.txt is 91.11628854714674 similar', 'doc 489231.txt is 100.0 similar', 'doc 488675.txt is 91.66745132603504 similar', 'doc 485436.txt is 90.87618704537185 similar', 'doc 484933.txt is 100.0 similar', 'doc 486063.txt is 100.0 similar', 'doc 489608.txt is 95.99189742199115 similar', 'doc 485742.txt is 100.0 similar', 'doc 485024.txt is 100.0 similar', 'doc 486049.txt is 100.0 similar', 'doc 488676.txt is 90.24069721311729 similar', 'doc 489742.txt is 90.01377257132606 similar', 'doc 488475.txt is 100.0 similar', 'doc 489757.txt is 100.0 similar', 'doc 485569.txt is 91.9782189613227 similar', 'doc 489838.txt is 100.0 similar', 'doc 489790.txt is 93.69882240088381 similar', 'doc 489578.txt is 100.0 similar', 'doc 485008.txt is 100.0 similar', 'doc 489815.txt is 100.0 similar', 'doc 484300.txt is 91.02282237508557 similar', 'doc 485546.txt is 100.0 similar', 'doc 628.txt is 91.5943047096396 similar', 'doc 489209.txt is 100.0 similar', 'doc 485023.txt is 100.0 similar', 'doc 489827.txt is 100.0 similar', 'doc 489199.txt is 100.0 similar', 'doc 485760.txt is 100.0 similar', 'doc 484523.txt is 90.20643284691539 similar', 'doc 486054.txt is 91.9412791815416 similar', 'doc 485772.txt is 100.0 similar', 'doc 488726.txt is 100.0 similar', 'doc 488719.txt is 100.0 similar', 'doc 489017.txt is 92.24571421480937 similar', 'doc 486053.txt is 92.86254603510329 similar', 'doc 485214.txt is 100.0 similar', 'doc 489176.txt is 100.0 similar', 'doc 488526.txt is 90.09830467144482 similar', 'doc 489064.txt is 100.0 similar', 'doc 485070.txt is 100.0 similar', 'doc 489270.txt is 100.0 similar', 'doc 489066.txt is 100.0 similar', 'doc 485715.txt is 100.0 similar', 'doc 485088.txt is 100.0 similar', 'doc 484369.txt is 90.09830467144482 similar', 'doc 489895.txt is 100.0 similar', 'doc 484427.txt is 100.0 similar', 'doc 485102.txt is 100.0 similar', 'doc 489102.txt is 90.49339049553812 similar', 'doc 484424.txt is 90.09662287612012 similar', 'doc 489539.txt is 100.0 similar']"
488763.txt,"['doc 484428.txt is 90.21100707756683 similar', 'doc 490111.txt is 100.0 similar', 'doc 489290.txt is 100.0 similar', 'doc 488993.txt is 91.82810146439347 similar', 'doc 485245.txt is 93.2206283644227 similar', 'doc 484577.txt is 100.0 similar', 'doc 489330.txt is 100.0 similar', 'doc 485734.txt is 100.0 similar', 'doc 485052.txt is 100.0 similar', 'doc 488576.txt is 90.25501962719179 similar', 'doc 485708.txt is 100.0 similar', 'doc 489718.txt is 100.0 similar', 'doc 489731.txt is 100.0 similar', 'doc 484405.txt is 100.0 similar', 'doc 489914.txt is 100.0 similar', 'doc 485478.txt is 90.09830467144482 similar', 'doc 484835.txt is 92.36602178563024 similar', 'doc 485999.txt is 91.11628854714674 similar', 'doc 489231.txt is 100.0 similar', 'doc 488675.txt is 91.66745132603504 similar', 'doc 485436.txt is 90.87618704537185 similar', 'doc 484933.txt is 100.0 similar', 'doc 486063.txt is 100.0 similar', 'doc 489608.txt is 95.99189742199115 similar', 'doc 485742.txt is 100.0 similar', 'doc 485024.txt is 100.0 similar', 'doc 486049.txt is 100.0 similar', 'doc 488676.txt is 90.24069721311729 similar', 'doc 489742.txt is 90.01377257132606 similar', 'doc 488475.txt is 100.0 similar', 'doc 489757.txt is 100.0 similar', 'doc 485569.txt is 91.9782189613227 similar', 'doc 489838.txt is 100.0 similar', 'doc 489790.txt is 93.69882240088381 similar', 'doc 489578.txt is 100.0 similar', 'doc 485008.txt is 100.0 similar', 'doc 489815.txt is 100.0 similar', 'doc 484300.txt is 91.02282237508557 similar', 'doc 485546.txt is 100.0 similar', 'doc 628.txt is 91.5943047096396 similar', 'doc 489209.txt is 100.0 similar', 'doc 485023.txt is 100.0 similar', 'doc 489827.txt is 100.0 similar', 'doc 489199.txt is 100.0 similar', 'doc 485760.txt is 100.0 similar', 'doc 484523.txt is 90.20643284691539 similar', 'doc 486054.txt is 91.9412791815416 similar', 'doc 485772.txt is 100.0 similar', 'doc 488726.txt is 100.0 similar', 'doc 488719.txt is 100.0 similar', 'doc 489017.txt is 92.24571421480937 similar', 'doc 486053.txt is 92.86254603510329 similar', 'doc 485214.txt is 100.0 similar', 'doc 489176.txt is 100.0 similar', 'doc 488526.txt is 90.09830467144482 similar', 'doc 489064.txt is 100.0 similar', 'doc 485070.txt is 100.0 similar', 'doc 489270.txt is 100.0 similar', 'doc 489066.txt is 100.0 similar', 'doc 485715.txt is 100.0 similar', 'doc 485088.txt is 100.0 similar', 'doc 484369.txt is 90.09830467144482 similar', 'doc 489895.txt is 100.0 similar', 'doc 484427.txt is 100.0 similar', 'doc 485102.txt is 100.0 similar', 'doc 489102.txt is 90.49339049553812 similar', 'doc 484424.txt is 90.09662287612012 similar', 'doc 489539.txt is 100.0 similar']"
488993.txt,"['doc 484428.txt is 99.19918100830904 similar', 'doc 490111.txt is 91.82810146439347 similar', 'doc 489290.txt is 91.82810146439347 similar', 'doc 488763.txt is 91.82810146439347 similar', 'doc 484824.txt is 99.15790392621548 similar', 'doc 484577.txt is 91.82810146439347 similar', 'doc 489330.txt is 91.82810146439347 similar', 'doc 485734.txt is 91.82810146439347 similar', 'doc 485052.txt is 91.82810146439347 similar', 'doc 488576.txt is 99.27563354467782 similar', 'doc 485708.txt is 91.82810146439347 similar', 'doc 489718.txt is 91.82810146439347 similar', 'doc 489731.txt is 91.82810146439347 similar', 'doc 484405.txt is 91.82810146439347 similar', 'doc 485243.txt is 99.23153152793516 similar', 'doc 489914.txt is 91.82810146439347 similar', 'doc 484835.txt is 98.61121132379421 similar', 'doc 573.txt is 99.01990297962591 similar', 'doc 489231.txt is 91.82810146439347 similar', 'doc 485437.txt is 99.02694683467462 similar', 'doc 488675.txt is 99.50271461486695 similar', 'doc 485436.txt is 98.20485893319021 similar', 'doc 484933.txt is 91.82810146439347 similar', 'doc 486063.txt is 91.82810146439347 similar', 'doc 485742.txt is 91.82810146439347 similar', 'doc 485024.txt is 91.82810146439347 similar', 'doc 486049.txt is 91.82810146439347 similar', 'doc 488676.txt is 97.52937426482603 similar', 'doc 488475.txt is 91.82810146439347 similar', 'doc 489757.txt is 91.82810146439347 similar', 'doc 489838.txt is 91.82810146439347 similar', 'doc 489578.txt is 91.82810146439347 similar', 'doc 485008.txt is 91.82810146439347 similar', 'doc 489815.txt is 91.82810146439347 similar', 'doc 484300.txt is 99.33283013818853 similar', 'doc 485546.txt is 91.82810146439347 similar', 'doc 628.txt is 98.98088889450058 similar', 'doc 489209.txt is 91.82810146439347 similar', 'doc 485023.txt is 91.82810146439347 similar', 'doc 489827.txt is 91.82810146439347 similar', 'doc 489199.txt is 91.82810146439347 similar', 'doc 485760.txt is 91.82810146439347 similar', 'doc 486054.txt is 99.35584497677468 similar', 'doc 489549.txt is 98.70251238281155 similar', 'doc 485602.txt is 98.16736985166395 similar', 'doc 485776.txt is 99.12963634593352 similar', 'doc 485772.txt is 91.82810146439347 similar', 'doc 488726.txt is 91.82810146439347 similar', 'doc 488719.txt is 91.82810146439347 similar', 'doc 485375.txt is 91.37320431958472 similar', 'doc 489017.txt is 98.48276933765338 similar', 'doc 484718.txt is 93.5134147164635 similar', 'doc 486053.txt is 99.14130731305113 similar', 'doc 485214.txt is 91.82810146439347 similar', 'doc 486084.txt is 90.3117158176249 similar', 'doc 489176.txt is 91.82810146439347 similar', 'doc 489064.txt is 91.82810146439347 similar', 'doc 485312.txt is 91.41572545821683 similar', 'doc 485070.txt is 91.82810146439347 similar', 'doc 489270.txt is 91.82810146439347 similar', 'doc 489516.txt is 99.38168117577574 similar', 'doc 489066.txt is 91.82810146439347 similar', 'doc 485715.txt is 91.82810146439347 similar', 'doc 485088.txt is 91.82810146439347 similar', 'doc 489895.txt is 91.82810146439347 similar', 'doc 484427.txt is 91.82810146439347 similar', 'doc 485102.txt is 91.82810146439347 similar', 'doc 489102.txt is 98.03967159927693 similar', 'doc 484424.txt is 98.87971414254869 similar', 'doc 489539.txt is 91.82810146439347 similar']"
484824.txt,"['doc 484428.txt is 99.90253707885559 similar', 'doc 488993.txt is 99.15790392621548 similar', 'doc 488576.txt is 99.72223805159416 similar', 'doc 485243.txt is 99.96087191723207 similar', 'doc 484835.txt is 98.79763245304433 similar', 'doc 573.txt is 99.95381780019069 similar', 'doc 485437.txt is 99.953893283529 similar', 'doc 488675.txt is 99.46050607349136 similar', 'doc 485436.txt is 98.60197292291072 similar', 'doc 488676.txt is 97.32911027893468 similar', 'doc 484300.txt is 99.45901749731951 similar', 'doc 628.txt is 99.38114094029514 similar', 'doc 486054.txt is 99.7576132439398 similar', 'doc 489549.txt is 99.38670161703692 similar', 'doc 485602.txt is 97.41682664551266 similar', 'doc 485776.txt is 99.88866487891043 similar', 'doc 485375.txt is 91.28356023394308 similar', 'doc 489017.txt is 98.66894765171267 similar', 'doc 484718.txt is 92.58614693963123 similar', 'doc 486053.txt is 99.32873057067597 similar', 'doc 486084.txt is 90.48244703389567 similar', 'doc 485312.txt is 91.64110523959627 similar', 'doc 489516.txt is 99.8664268176366 similar', 'doc 489102.txt is 97.71665511557399 similar', 'doc 484424.txt is 99.54722641698123 similar']"
488205.txt,"['doc 14079.txt is 98.5271494263638 similar', 'doc 486363.txt is 99.67667816358477 similar', 'doc 487726.txt is 99.7906331304752 similar', 'doc 14052.txt is 99.40729599908018 similar', 'doc 486412.txt is 99.70128886204822 similar', 'doc 15013.txt is 99.79956588973856 similar', 'doc 490339.txt is 99.73322859082964 similar', 'doc 486359.txt is 99.81317140739958 similar', 'doc 486371.txt is 99.81926023710872 similar', 'doc 14863.txt is 98.65982310031526 similar', 'doc 13881.txt is 90.44235883561801 similar', 'doc 488229.txt is 99.87417162880976 similar', 'doc 486616.txt is 99.4043828803734 similar', 'doc 486415.txt is 99.72607286112101 similar', 'doc 486672.txt is 99.0252427506286 similar', 'doc 486878.txt is 99.88643025802283 similar', 'doc 370.txt is 99.81912235247378 similar', 'doc 488287.txt is 99.6036173813674 similar', 'doc 486294.txt is 96.8839315735257 similar', 'doc 15040.txt is 99.89673687153552 similar', 'doc 488031.txt is 90.13366717131552 similar', 'doc 14138.txt is 99.9058702265304 similar', 'doc 486380.txt is 99.89554371968437 similar', 'doc 487129.txt is 99.68453432035894 similar', 'doc 488153.txt is 96.1886739981386 similar', 'doc 679.txt is 99.21936699901673 similar', 'doc 645.txt is 99.06947087599374 similar', 'doc 488209.txt is 99.80878530976736 similar', 'doc 641.txt is 92.16676959358333 similar', 'doc 14077.txt is 97.01446733162125 similar', 'doc 490335.txt is 98.60945827198111 similar', 'doc 486391.txt is 99.73674492738604 similar']"
14734.txt,"['doc 14737.txt is 100.0 similar', 'doc 490258.txt is 92.01415037097645 similar', 'doc 13843.txt is 100.0 similar', 'doc 14740.txt is 100.0 similar', 'doc 14594.txt is 100.0 similar', 'doc 14580.txt is 100.0 similar', 'doc 13830.txt is 100.0 similar', 'doc 13834.txt is 100.0 similar', 'doc 14590.txt is 100.0 similar', 'doc 487972.txt is 100.0 similar', 'doc 487942.txt is 100.0 similar', 'doc 15092.txt is 100.0 similar', 'doc 486394.txt is 100.0 similar', 'doc 685.txt is 100.0 similar', 'doc 487467.txt is 100.0 similar', 'doc 490322.txt is 100.0 similar']"
14052.txt,"['doc 487121.txt is 90.74602375068197 similar', 'doc 14079.txt is 98.34091698167158 similar', 'doc 486363.txt is 99.39864810362612 similar', 'doc 487726.txt is 99.43233665270678 similar', 'doc 303.txt is 90.74602375068197 similar', 'doc 486148.txt is 90.74602375068197 similar', 'doc 488205.txt is 99.40729599908018 similar', 'doc 14668.txt is 90.74602375068197 similar', 'doc 486412.txt is 99.319102904886 similar', 'doc 15013.txt is 99.4917892537224 similar', 'doc 490339.txt is 99.31986121696032 similar', 'doc 487127.txt is 90.74602375068197 similar', 'doc 486359.txt is 99.31682193847512 similar', 'doc 486371.txt is 99.33862766714982 similar', 'doc 14863.txt is 98.27583263314926 similar', 'doc 13881.txt is 90.0901977068673 similar', 'doc 488229.txt is 99.47632494448062 similar', 'doc 486616.txt is 98.91915511033552 similar', 'doc 486415.txt is 99.38198888275022 similar', 'doc 15001.txt is 90.74602375068197 similar', 'doc 487247.txt is 90.74602375068197 similar', 'doc 14179.txt is 90.74602375068197 similar', 'doc 486672.txt is 98.72616670793454 similar', 'doc 486878.txt is 99.44281168547955 similar', 'doc 14802.txt is 90.74602375068197 similar', 'doc 370.txt is 99.44878438810957 similar', 'doc 488287.txt is 99.37112912527098 similar', 'doc 490147.txt is 90.74602375068197 similar', 'doc 487200.txt is 90.74602375068197 similar', 'doc 490146.txt is 90.74602375068197 similar', 'doc 14616.txt is 90.74602375068197 similar', 'doc 15051.txt is 90.74602375068197 similar', 'doc 486294.txt is 97.15136365059412 similar', 'doc 15040.txt is 99.43266793813847 similar', 'doc 14138.txt is 99.42803882956132 similar', 'doc 135.txt is 90.74602375068197 similar', 'doc 490291.txt is 90.74602375068197 similar', 'doc 486380.txt is 99.43575134398071 similar', 'doc 487129.txt is 99.42024145681488 similar', 'doc 486962.txt is 90.74602375068197 similar', 'doc 13708.txt is 90.74602375068197 similar', 'doc 490292.txt is 90.74602375068197 similar', 'doc 452.txt is 90.74602375068197 similar', 'doc 488153.txt is 96.4841321190687 similar', 'doc 679.txt is 99.11991933894514 similar', 'doc 645.txt is 99.03111422050598 similar', 'doc 488209.txt is 99.43041599054133 similar', 'doc 641.txt is 91.54193936647383 similar', 'doc 324.txt is 90.74602375068197 similar', 'doc 14077.txt is 96.79133006455304 similar', 'doc 490335.txt is 98.06128814670268 similar', 'doc 486391.txt is 99.3233629792486 similar', 'doc 487925.txt is 90.74602375068197 similar']"
486957.txt,"['doc 484945.txt is 100.00000000000003 similar', 'doc 487243.txt is 100.00000000000003 similar', 'doc 488164.txt is 100.00000000000003 similar', 'doc 486611.txt is 100.00000000000003 similar', 'doc 488674.txt is 100.00000000000003 similar', 'doc 484465.txt is 100.00000000000003 similar', 'doc 489197.txt is 100.00000000000003 similar', 'doc 14589.txt is 100.00000000000003 similar', 'doc 40.txt is 100.00000000000003 similar', 'doc 486910.txt is 100.00000000000003 similar', 'doc 486905.txt is 100.00000000000003 similar', 'doc 486534.txt is 100.00000000000003 similar', 'doc 486480.txt is 100.00000000000003 similar', 'doc 14361.txt is 100.00000000000003 similar', 'doc 13552.txt is 100.00000000000003 similar', 'doc 490078.txt is 100.00000000000003 similar', 'doc 484209.txt is 100.00000000000003 similar', 'doc 488142.txt is 100.00000000000003 similar', 'doc 486958.txt is 100.00000000000003 similar']"
485245.txt,"['doc 490111.txt is 93.2206283644227 similar', 'doc 489290.txt is 93.2206283644227 similar', 'doc 488763.txt is 93.2206283644227 similar', 'doc 484577.txt is 93.2206283644227 similar', 'doc 489330.txt is 93.2206283644227 similar', 'doc 485734.txt is 93.2206283644227 similar', 'doc 485052.txt is 93.2206283644227 similar', 'doc 485708.txt is 93.2206283644227 similar', 'doc 489718.txt is 93.2206283644227 similar', 'doc 489731.txt is 93.2206283644227 similar', 'doc 484405.txt is 93.2206283644227 similar', 'doc 489914.txt is 93.2206283644227 similar', 'doc 485478.txt is 96.65060861768501 similar', 'doc 489231.txt is 93.2206283644227 similar', 'doc 484933.txt is 93.2206283644227 similar', 'doc 486063.txt is 93.2206283644227 similar', 'doc 485742.txt is 93.2206283644227 similar', 'doc 485024.txt is 93.2206283644227 similar', 'doc 486049.txt is 93.2206283644227 similar', 'doc 488475.txt is 93.2206283644227 similar', 'doc 489757.txt is 93.2206283644227 similar', 'doc 489838.txt is 93.2206283644227 similar', 'doc 489578.txt is 93.2206283644227 similar', 'doc 485008.txt is 93.2206283644227 similar', 'doc 489815.txt is 93.2206283644227 similar', 'doc 485546.txt is 93.2206283644227 similar', 'doc 489209.txt is 93.2206283644227 similar', 'doc 485023.txt is 93.2206283644227 similar', 'doc 489827.txt is 93.2206283644227 similar', 'doc 489199.txt is 93.2206283644227 similar', 'doc 485760.txt is 93.2206283644227 similar', 'doc 485772.txt is 93.2206283644227 similar', 'doc 488726.txt is 93.2206283644227 similar', 'doc 488719.txt is 93.2206283644227 similar', 'doc 485214.txt is 93.2206283644227 similar', 'doc 489176.txt is 93.2206283644227 similar', 'doc 488526.txt is 96.65060861768501 similar', 'doc 489064.txt is 93.2206283644227 similar', 'doc 485070.txt is 93.2206283644227 similar', 'doc 489270.txt is 93.2206283644227 similar', 'doc 489066.txt is 93.2206283644227 similar', 'doc 485715.txt is 93.2206283644227 similar', 'doc 485088.txt is 93.2206283644227 similar', 'doc 484369.txt is 96.65060861768501 similar', 'doc 489895.txt is 93.2206283644227 similar', 'doc 484427.txt is 93.2206283644227 similar', 'doc 485102.txt is 93.2206283644227 similar', 'doc 489539.txt is 93.2206283644227 similar']"
14668.txt,"['doc 487121.txt is 100.00000000000003 similar', 'doc 14079.txt is 92.19299319879 similar', 'doc 486363.txt is 90.1897858019969 similar', 'doc 303.txt is 100.00000000000003 similar', 'doc 486148.txt is 100.00000000000003 similar', 'doc 14052.txt is 90.74602375068197 similar', 'doc 300.txt is 93.71944258789522 similar', 'doc 490339.txt is 90.521730171179 similar', 'doc 487127.txt is 100.00000000000003 similar', 'doc 486359.txt is 90.27307419683603 similar', 'doc 486371.txt is 90.53883421783706 similar', 'doc 15001.txt is 100.00000000000003 similar', 'doc 487247.txt is 100.00000000000003 similar', 'doc 14179.txt is 100.00000000000003 similar', 'doc 486672.txt is 91.36501412291962 similar', 'doc 14802.txt is 100.00000000000003 similar', 'doc 370.txt is 90.211852834664 similar', 'doc 490147.txt is 100.00000000000003 similar', 'doc 487200.txt is 100.00000000000003 similar', 'doc 490146.txt is 100.00000000000003 similar', 'doc 14616.txt is 100.00000000000003 similar', 'doc 15051.txt is 100.00000000000003 similar', 'doc 135.txt is 100.00000000000003 similar', 'doc 490291.txt is 100.00000000000003 similar', 'doc 487129.txt is 90.77269726898939 similar', 'doc 486962.txt is 100.00000000000003 similar', 'doc 13708.txt is 100.00000000000003 similar', 'doc 490292.txt is 100.00000000000003 similar', 'doc 452.txt is 100.00000000000003 similar', 'doc 645.txt is 90.4421512047494 similar', 'doc 324.txt is 100.00000000000003 similar', 'doc 14129.txt is 92.68830759857262 similar', 'doc 486391.txt is 90.52492173404578 similar', 'doc 487925.txt is 100.00000000000003 similar']"
486189.txt,"['doc 14692.txt is 100.00000000000003 similar', 'doc 487079.txt is 100.00000000000003 similar', 'doc 487535.txt is 100.00000000000003 similar', 'doc 487618.txt is 100.00000000000003 similar', 'doc 487032.txt is 100.00000000000003 similar', 'doc 488278.txt is 100.00000000000003 similar', 'doc 13959.txt is 100.00000000000003 similar', 'doc 13938.txt is 100.00000000000003 similar', 'doc 487464.txt is 100.00000000000003 similar', 'doc 686.txt is 100.00000000000003 similar']"
117.txt,"['doc 120.txt is 100.0 similar', 'doc 123.txt is 92.9522896831228 similar', 'doc 133.txt is 92.69083875623821 similar', 'doc 126.txt is 92.9522896831228 similar', 'doc 130.txt is 92.69083875623821 similar']"
486412.txt,"['doc 14079.txt is 98.05622425105153 similar', 'doc 486363.txt is 99.71848698624444 similar', 'doc 487726.txt is 99.8936939114964 similar', 'doc 488205.txt is 99.70128886204822 similar', 'doc 14052.txt is 99.319102904886 similar', 'doc 15013.txt is 99.75820718536256 similar', 'doc 490339.txt is 99.5768890737297 similar', 'doc 486359.txt is 99.55020066144998 similar', 'doc 486371.txt is 99.59570408923551 similar', 'doc 14863.txt is 98.57608671704514 similar', 'doc 13881.txt is 90.46791794298574 similar', 'doc 488229.txt is 99.79584761182221 similar', 'doc 486616.txt is 99.72001432573853 similar', 'doc 486415.txt is 99.95167314853204 similar', 'doc 486672.txt is 98.55043506790983 similar', 'doc 486712.txt is 90.01891458654742 similar', 'doc 486878.txt is 99.76021740805339 similar', 'doc 370.txt is 99.57415593730468 similar', 'doc 488287.txt is 99.7775633356621 similar', 'doc 486294.txt is 97.74801967029347 similar', 'doc 15040.txt is 99.60622045953043 similar', 'doc 14138.txt is 99.66254160472832 similar', 'doc 486380.txt is 99.69789940894216 similar', 'doc 487129.txt is 99.64084426613269 similar', 'doc 488153.txt is 97.55638261025034 similar', 'doc 679.txt is 99.72448490169185 similar', 'doc 645.txt is 99.45507790601282 similar', 'doc 488209.txt is 99.84818050616052 similar', 'doc 641.txt is 92.7969910686645 similar', 'doc 14077.txt is 96.92839712953409 similar', 'doc 490335.txt is 98.57437634227178 similar', 'doc 486391.txt is 99.58039989815778 similar']"
